openalex_id,pmid,doi,title,abstract,year,journal,authors,type,cited_by_count,domain_query
W2107847937,,10.2174/157340012803520414,"Video Game Addiction: Past, Present and Future","Gaming addiction has become a topic of increasing research interest. The last decade has witnessed a significant increase in the number of empirical studies examining various aspects of problematic video game play and video game addiction. This paper begins with a brief past history of how research into video game addiction has changed over the last three decades (i.e., the 1980s, 1990s and 2000s). It then examines more thoroughly the contemporary research literature by analyzing the (i) prevalence of problematic video game use and video game addiction, (ii) negative consequences of excessive video game use, (iii) factors associated with problematic video game use and video game addiction, and (iv) the treatment of problematic video game use and video game addiction. The paper concludes by looking at the trends in the field and a somewhat theoretical examination of what the future of video game addiction might be.",2012,Current Psychiatry Reviews,Mark D. Griffiths; Daria J. Kuss; Daniel L. King,article,322,D5
W2110049365,26166826,10.1556/jba.1.2012.1.1,Online gaming addiction in children and adolescents: A review of empirical research,"BACKGROUND AND AIMS: Research suggests that excessive online gaming may lead to symptoms commonly experienced by substance addicts. Since games are particularly appealing to children and adolescents, these individuals may be more at risk than other groups of developing gaming addiction. METHODS: Given these potential concerns, a literature review was undertaken in order (i) to present the classification basis of online gaming addiction using official mental disorder frameworks, (ii) to identify empirical studies that assess online gaming addiction in children and adolescents, and (iii) to present and evaluate the findings against the background of related and established mental disorder criteria. RESULTS: Empirical evidence comprising 30 studies indicates that for some adolescents, gaming addiction exists and that as the addiction develops, online gaming addicts spend increasing amounts of time preparing for, organizing, and actually gaming. CONCLUSIONS: Evidence suggests that problematic online gaming can be conceptualized as a behavioral addiction rather than a disorder of impulse control.",2012,Journal of Behavioral Addictions,Daria J. Kuss; Mark D. Griffiths,review,404,D5
W2147489905,,10.1016/j.compedu.2012.12.020,Gamifying learning experiences: Practical implications and outcomes,,2013,Computers & Education,Adrián Domínguez‐Díaz; Joseba Saenz-de-Navarrete; Luis de‐Marcos; Luis Fernández Sanz; Carmen Pagés,article,1949,D5
W2121860971,25927099,10.1002/14651858.cd008349.pub3,Virtual reality for stroke rehabilitation,"BACKGROUND: Virtual reality and interactive video gaming have emerged as recent treatment approaches in stroke rehabilitation with commercial gaming consoles in particular, being rapidly adopted in clinical settings. This is an update of a Cochrane Review published first in 2011 and then again in 2015. OBJECTIVES: Primary objective: to determine the efficacy of virtual reality compared with an alternative intervention or no intervention on upper limb function and activity.Secondary objectives: to determine the efficacy of virtual reality compared with an alternative intervention or no intervention on: gait and balance, global motor function, cognitive function, activity limitation, participation restriction, quality of life, and adverse events. SEARCH METHODS: We searched the Cochrane Stroke Group Trials Register (April 2017), CENTRAL, MEDLINE, Embase, and seven additional databases. We also searched trials registries and reference lists. SELECTION CRITERIA: Randomised and quasi-randomised trials of virtual reality (""an advanced form of human-computer interface that allows the user to 'interact' with and become 'immersed' in a computer-generated environment in a naturalistic fashion"") in adults after stroke. The primary outcome of interest was upper limb function and activity. Secondary outcomes included gait and balance and global motor function. DATA COLLECTION AND ANALYSIS: Two review authors independently selected trials based on pre-defined inclusion criteria, extracted data, and assessed risk of bias. A third review author moderated disagreements when required. The review authors contacted investigators to obtain missing information. MAIN RESULTS: We included 72 trials that involved 2470 participants. This review includes 35 new studies in addition to the studies included in the previous version of this review. Study sample sizes were generally small and interventions varied in terms of both the goals of treatment and the virtual reality devices used. The risk of bias present in many studies was unclear due to poor reporting. Thus, while there are a large number of randomised controlled trials, the evidence remains mostly low quality when rated using the GRADE system. Control groups usually received no intervention or therapy based on a standard-care approach. PRIMARY OUTCOME: results were not statistically significant for upper limb function (standardised mean difference (SMD) 0.07, 95% confidence intervals (CI) -0.05 to 0.20, 22 studies, 1038 participants, low-quality evidence) when comparing virtual reality to conventional therapy. However, when virtual reality was used in addition to usual care (providing a higher dose of therapy for those in the intervention group) there was a statistically significant difference between groups (SMD 0.49, 0.21 to 0.77, 10 studies, 210 participants, low-quality evidence). SECONDARY OUTCOMES: when compared to conventional therapy approaches there were no statistically significant effects for gait speed or balance. Results were statistically significant for the activities of daily living (ADL) outcome (SMD 0.25, 95% CI 0.06 to 0.43, 10 studies, 466 participants, moderate-quality evidence); however, we were unable to pool results for cognitive function, participation restriction, or quality of life. Twenty-three studies reported that they monitored for adverse events; across these studies there were few adverse events and those reported were relatively mild. AUTHORS' CONCLUSIONS: We found evidence that the use of virtual reality and interactive video gaming was not more beneficial than conventional therapy approaches in improving upper limb function. Virtual reality may be beneficial in improving upper limb function and activities of daily living function when used as an adjunct to usual care (to increase overall therapy time). There was insufficient evidence to reach conclusions about the effect of virtual reality and interactive video gaming on gait speed, balance, participation, or quality of life. This review found that time since onset of stroke, severity of impairment, and the type of device (commercial or customised) were not strong influencers of outcome. There was a trend suggesting that higher dose (more than 15 hours of total intervention) was preferable as were customised virtual reality programs; however, these findings were not statistically significant.",2015,Cochrane Database of Systematic Reviews,Kate Laver; Stacey George; Susie Thomas; Judith E. Deutsch; Maria Crotty,review,1145,D5
W2003924641,25855558,10.2196/jmir.3515,The Mediating Effect of Gaming Motivation Between Psychiatric Symptoms and Problematic Online Gaming: An Online Survey,"BACKGROUND: The rapid expansion of online video gaming as a leisure time activity has led to the appearance of problematic online gaming (POG). According to the literature, POG is associated with different psychiatric symptoms (eg, depression, anxiety) and with specific gaming motives (ie, escape, achievement). Based on studies of alcohol use that suggest a mediator role of drinking motives between distal influences (eg, trauma symptoms) and drinking problems, this study examined the assumption that there is an indirect link between psychiatric distress and POG via the mediation of gaming motives. Furthermore, it was also assumed that there was a moderator effect of gender and game type preference based on the important role gender plays in POG and the structural differences between different game types. OBJECTIVE: This study had two aims. The first aim was to test the mediating role of online gaming motives between psychiatric symptoms and problematic use of online games. The second aim was to test the moderator effect of gender and game type preference in this mediation model. METHODS: An online survey was conducted on a sample of online gamers (N=3186; age: mean 21.1, SD 5.9 years; male: 2859/3186, 89.74%). The Brief Symptom Inventory (BSI), the Motives for Online Gaming Questionnaire (MOGQ), and the Problematic Online Gaming Questionnaire (POGQ) were administered to assess general psychiatric distress, online gaming motives, and problematic online game use, respectively. Structural regression analyses within structural equation modeling were used to test the proposed mediation models and multigroup analyses were used to test gender and game type differences to determine possible moderating effects. RESULTS: The mediation models fitted the data adequately. The Global Severity Index (GSI) of the BSI indicated that the level of psychiatric distress had a significant positive direct effect (standardized effect=.35, P<.001) and a significant indirect (mediating) effect on POG (standardized effect=.194, P<.001) via 2 gaming motives: escape (standardized effect=.139, P<.001) and competition (standardized effect=.046, P<.001). The comparison of the 2 main gamer types showed no significant differences in the model. However, when comparing male and female players it was found that women had (1) slightly higher escape scores (on a 5-point Likert scale: mean 2.28, SD 1.14) than men (mean 1.87, SD 0.97) and (2) a stronger association between the escape motive and problematic online gaming (standardized effect size=.64, P<.001) than men (standardized effect size=.20, P=.001). CONCLUSIONS: The results suggest that psychiatric distress is both directly and indirectly (via escape and competition motives) negatively associated with POG. Therefore, the exploration of psychiatric symptoms and gaming motives of POG can be helpful in the preparation of prevention and treatment programs.",2015,Journal of Medical Internet Research,Orsolya Király; Róbert Urbán; Mark D. Griffiths; Csilla Ágoston; Katalin Nagygyörgy,article,253,D5
W1986493181,23950921,10.1371/journal.pone.0070350,Real-Time Strategy Game Training: Emergence of a Cognitive Flexibility Trait,"Training in action video games can increase the speed of perceptual processing. However, it is unknown whether video-game training can lead to broad-based changes in higher-level competencies such as cognitive flexibility, a core and neurally distributed component of cognition. To determine whether video gaming can enhance cognitive flexibility and, if so, why these changes occur, the current study compares two versions of a real-time strategy (RTS) game. Using a meta-analytic Bayes factor approach, we found that the gaming condition that emphasized maintenance and rapid switching between multiple information and action sources led to a large increase in cognitive flexibility as measured by a wide array of non-video gaming tasks. Theoretically, the results suggest that the distributed brain networks supporting cognitive flexibility can be tuned by engrossing video game experience that stresses maintenance and rapid manipulation of multiple information sources. Practically, these results suggest avenues for increasing cognitive function.",2013,PLoS ONE,Brian D. Glass; W. Todd Maddox; Bradley C. Love,article,219,D5
W2122519738,,10.64152/10125/44215,The effect of interactivity with a music video game on second language vocabulary recall,"Video games are potential sources of second language input; however, the medium's fundamental characteristic, interactivity, has not been thoroughly examined in terms of its effect on learning outcomes.This experimental study investigated to what degree, if at all, video game interactivity would help or hinder the noticing and recall of second language vocabulary.Eighty randomly-selected Japanese university undergraduates were paired based on similar English language and game proficiencies.One subject played an Englishlanguage music video game for 20 minutes while the paired subject watched the game simultaneously on another monitor.Following gameplay, a vocabulary recall test, a cognitive load measure, an experience questionnaire, and a two-week delayed vocabulary recall test were administered.Results were analyzed using paired samples t-tests and various analyses of variance.Both the players and the watchers of the video game recalled vocabulary from the game, but the players recalled significantly less vocabulary than the watchers.This seems to be a result of the extraneous cognitive load induced by the interactivity of the game; the players perceived the game and its language to be significantly more difficult than the watchers did.Players also reported difficulty simultaneously attending to gameplay and vocabulary.Both players and watchers forgot significant amounts of vocabulary over the course of the study.We relate these findings to theories and studies of vocabulary acquisition and video game-based language learning, and then suggest implications for language teaching and learning with interactive multimedia.Investigations have been made of second language learning in multiplayer games.Piirainen-Marsh and Tainio (2009) studied small groups of players interacting with (i.e., repeating, analyzing, and using language from) a console roleplaying game, Sykes, Oskoz, and Thorne (2008) described meaning-making and pragmatic development among players in massively multiplayer online games, and Zheng, Young, Brewer and Wagner (2009) found that language learners' attitude and self-efficacy towards their second language improved through the use of tools to communicate with native speakers to complete quests in a",2010,Language learning & technology,Jonathan deHaan; W. Michael Reed; Katsuko Kuwanda,article,263,D5
W2144373764,,10.2307/2096106,"Family Structure, Parental Practices and High School Completion","Integrating ideas from child development with sociological models of educational attainment, the AA. examine the relationship between family structure―whether both parents are present in the household―and children's achievement in high school. Using data from the High School and Beyond study, sophomore cohort, 1986, they ask whether differences in achievement are accounted for by differences in parents' educational aspirations and parenting styles. Children who live with single parents or stepparents during adolescence receive less encouragement and less help with school work than children who live with both natural parents, and parental involvement has positive effects on children's school achievement. Differences in parental behavior, however, account for little of the difference in educational attainment between children from intact and nonintact families",1991,American Sociological Review,Nan Marie Astone; Sara McLanahan,article,1440,D5
W3008161459,32014027,10.1186/s12993-020-0165-z,Commercial video games and cognitive functions: video game genres and modulating factors of cognitive enhancement,"BACKGROUND: Unlike the emphasis on negative results of video games such as the impulsive engagement in video games, cognitive training studies in individuals with cognitive deficits showed that characteristics of video game elements were helpful to train cognitive functions. Thus, this study aimed to have a more balanced view toward the video game playing by reviewing genres of commercial video games and the association of video games with cognitive functions and modulating factors. Literatures were searched with search terms (e.g. genres of video games, cognitive training) on database and Google scholar. RESULTS: video games, of which purpose is players' entertainment, were found to be positively associated with cognitive functions (e.g. attention, problem solving skills) despite some discrepancy between studies. However, the enhancement of cognitive functions through video gaming was limited to the task or performance requiring the same cognitive functions. Moreover, as several factors (e.g. age, gender) were identified to modulate cognitive enhancement, the individual difference in the association between video game playing and cognitive function was found. CONCLUSION: Commercial video games are suggested to have the potential for cognitive function enhancement. As understanding the association between video gaming and cognitive function in a more balanced view is essential to evaluate the potential outcomes of commercial video games that more people reported to engage, this review contributes to provide more objective evidence for commercial video gaming.",2020,Behavioral and Brain Functions,Eunhye Choi; Suk-Ho Shin; Jeh-Kwang Ryu; Kyu-In Jung; Shin-Young Kim,review,126,D5
W1996281555,17201603,10.1089/cpb.2006.9.762,Why Are Adolescents Addicted to Online Gaming? An Interview Study in Taiwan,"The purpose of this study was twofold: to investigate the conscious and unconscious psychological motivations of online game addicts, and to further discuss the relationship between surface and source motivations. Ten Taiwanese adolescents with online game addiction were selected for in-depth interviews. Through sentence completion test and semi-structured interviews, data were collected and analyzed from the following four realms: (1) surface motivations, (2) source motivations, (3) self-conception, and (4) interpersonal relationships in real life. After content analysis, five categories with distinct themes were formed: (1) addicts' psychological needs and motivations; (2) online games as the everyday focus of the addicts; (3) the interplay of real self and virtual self; (4) online games as the compensatory or extensive satisfaction for addicts' needs; and (5) addicts' self-reflections. The implications of the present study are discussed.",2006,CyberPsychology & Behavior,Chin‐Sheng Wan; Wen‐Bin Chiou,article,421,D5
W2001935231,23378841,10.3389/fpsyg.2013.00031,"Video Games as a Means to Reduce Age-Related Cognitive Decline: Attitudes, Compliance, and Effectiveness","Recent research has demonstrated broad benefits of video game play to perceptual and cognitive abilities. These broad improvements suggest that video game-based cognitive interventions may be ideal to combat the many perceptual and cognitive declines associated with advancing age. Furthermore, game interventions have the potential to induce higher rates of intervention compliance compared to other cognitive interventions as they are assumed to be inherently enjoyable and motivating. We explored these issues in an intervention that tested the ability of an action game and a ""brain fitness"" game to improve a variety of abilities. Cognitive abilities did not significantly improve, suggesting caution when recommending video game interventions as a means to reduce the effects of cognitive aging. However, the game expected to produce the largest benefit based on previous literature (an action game) induced the lowest intervention compliance. We explain this low compliance by participants' ratings of the action game as less enjoyable and by their prediction that training would have few meaningful benefits. Despite null cognitive results, data provide valuable insights into the types of video games older adults are willing to play and why.",2013,Frontiers in Psychology,Walter R. Boot; Michael Champion; Daniel P. Blakely; Timothy J. Wright; Dustin J. Souders,article,184,D5
W1243396124,,10.1016/j.chb.2015.08.017,The need to achieve: Players' perceptions and uses of extrinsic meta-game reward systems for video game consoles,,2015,Computers in Human Behavior,Carlos Cruz; Michael D. Hanus; Jesse Fox,article,103,D5
W2045823138,,10.1021/cr00094a002,Arsenic speciation in the environment,"Further to the successful completion of our study that measured the arsenic and chromium levels on children s hands after playing in playgrounds, this study will extend to measure biomarkers of exposure. Chromium and arsenic speciation in saliva and urine samples from the participating children will be determined and will be used to assess children's overall exposure to arsenic and chromium.To address some concerns over arsenic in game meat and traditional foods of the First Nations, moose and deer meat as well as cattail plant samples collected from First Nations communities in Northern Alberta will be studied for arsenic speciation. The chromatographyand mass spectrometry techniques that have been developed during the previous period will be applied to the characterization and quantitation of arsenic species in these food samples. The skin and starchy tuber of cattail plants will be analyzed separately because ourpreliminary results have shown that elevated arsenic levels are found to be localized on the surface (skin) and fine roots of cattail. This separate analysis is important because it is the starchy tuber that is usually consumed. The speciation techniques will further be adapted and applied to studies of vanadium speciation in oilsands and processing by-products. Release of relatively high levels of vanadium from oilsands is a potential environmental concern that requires attention.",1989,Chemical Reviews,Walter Cullen; Kenneth J. Reimer,review,2577,D5
W2030510524,18257911,10.1186/1479-5868-5-8,Couch potatoes to jumping beans: A pilot study of the effect of active video games on physical activity in children,"UNLABELLED: The primary objective of this pilot study was to evaluate the effect of active video games on children's physical activity levels.Twenty children (mean +/- SD age = 12 +/- 1.5 years; 40% female) were randomised to receive either an active video game upgrade package or to a control group (no intervention). Effects on physical activity over the 12-week intervention period were measured using objective (Actigraph accelerometer) and subjective (Physical Activity Questionnaire for Children [PAQ-C]) measures. An activity log was used to estimate time spent playing active and non-active video games.Children in the intervention group spent less mean time over the total 12-week intervention period playing all video games compared to those in the control group (54 versus 98 minutes/day [difference = -44 minutes/day, 95% CI [-92, 2]], p = 0.06). Average time spent in all physical activities measured with an accelerometer was higher in the active video game intervention group compared to the control group (difference at 6 weeks = 194 counts/min, p = 0.04, and at 12 weeks = 48 counts/min, p = 0.06).This preliminary study suggests that playing active video games on a regular basis may have positive effects on children's overall physical activity levels. Further research is needed to confirm if playing these games over a longer period of time could also have positive effects on children's body weight and body mass index. TRIAL REGISTRATION NUMBER: ACTRN012606000018516.",2008,International Journal of Behavioral Nutrition and Physical Activity,Cliona Ní Mhurchú; Ralph Maddison; Yannan Jiang; Andrew Jull; Harry Prapavessis,article,234,D5
W2079476777,,10.1016/j.ijhcs.2008.04.004,Measuring and defining the experience of immersion in games,,2008,International Journal of Human-Computer Studies,Charlene Jennett; Anna L. Cox; Paul Cairns; Samira Dhoparee; Andrew Epps,article,1955,D5
W2251512949,,10.3115/v1/d14-1086,ReferItGame: Referring to Objects in Photographs of Natural Scenes,"In this paper we introduce a new game to crowd-source natural language referring expressions. By designing a two player game, we can both collect and verify referring expressions directly within the game. To date, the game has produced a dataset containing 130,525 expressions, referring to 96,654 distinct objects, in 19,894 photographs of natural scenes. This dataset is larger and more varied than previous REG datasets and allows us to study referring expressions in real-world scenes. We provide an in depth analysis of the resulting dataset. Based on our findings, we design a new optimization based model for generating referring expressions and perform experimental evaluations on 3 test sets.",2014,,Sahar Kazemzadeh; Vicente Ordóñez; Mark Matten; Tamara L. Berg,article,1062,D5
W2781957004,29302694,10.1001/jamaophthalmol.2017.6090,"Effectiveness of a Binocular Video Game vs Placebo Video Game for Improving Visual Functions in Older Children, Teenagers, and Adults With Amblyopia","Importance: Binocular amblyopia treatment using contrast-rebalanced stimuli showed promise in laboratory studies and requires clinical trial investigation in a home-based setting. Objective: To compare the effectiveness of a binocular video game with a placebo video game for improving visual functions in older children and adults. Design, Setting, and Participants: The Binocular Treatment of Amblyopia Using Videogames clinical trial was a multicenter, double-masked, randomized clinical trial. Between March 2014 and June 2016, 115 participants 7 years and older with unilateral amblyopia (amblyopic eye visual acuity, 0.30-1.00 logMAR; Snellen equivalent, 20/40-20/200) due to anisometropia, strabismus, or both were recruited. Eligible participants were allocated with equal chance to receive either the active or the placebo video game, with minimization stratified by age group (child, age 7 to 12 years; teenager, age 13 to 17 years; and adult, 18 years and older). Interventions: Falling-blocks video games played at home on an iPod Touch for 1 hour per day for 6 weeks. The active video game had game elements split between eyes with a dichoptic contrast offset (mean [SD] initial fellow eye contrast, 0.23 [0.14]). The placebo video game presented identical images to both eyes. Main Outcomes and Measures: Change in amblyopic eye visual acuity at 6 weeks. Secondary outcomes included compliance, stereoacuity, and interocular suppression. Participants and clinicians who measured outcomes were masked to treatment allocation. Results: Of the 115 included participants, 65 (56.5%) were male and 83 (72.2%) were white, and the mean (SD) age at randomization was 21.5 (13.6) years. There were 89 participants (77.4%) who had prior occlusion. The mean (SD) amblyopic eye visual acuity improved 0.06 (0.12) logMAR from baseline in the active group (n = 56) and 0.07 (0.10) logMAR in the placebo group (n = 59). The mean treatment difference between groups, adjusted for baseline visual acuity and age group, was -0.02 logMAR (95% CI, -0.06 to 0.02; P = .25). Compliance with more than 25% of prescribed game play was achieved by 36 participants (64%) in the active group and by 49 (83%) in the placebo group. At 6 weeks, 36 participants (64%) in the active group achieved fellow eye contrast greater than 0.9 in the binocular video game. No group differences were observed for any secondary outcomes. Adverse effects included 3 reports of transient asthenopia. Conclusions and Relevance: The specific home-based binocular falling-blocks video game used in this clinical trial did not improve visual outcomes more than the placebo video game despite increases in fellow eye contrast during game play. More engaging video games with considerations for compliance may improve effectiveness. Trial Registration: anzctr.org.au Identifier: ACTRN12613001004752.",2018,JAMA Ophthalmology,Tina Gao; Cindy X. Guo; Raiju J. Babu; Joanna Black; William R. Bobier,article,153,D5
W2078997954,,10.1016/j.compedu.2014.01.012,An empirical study comparing gamification and social networking on e-learning,,2014,Computers & Education,Luis de‐Marcos; Adrián Domínguez‐Díaz; Joseba Saenz-de-Navarrete; Carmen Pagés,article,618,D5
